row_type,run_id,dataset_tag,driver_id_hash,source_file_hash,line_no,step,action,wait_reason,query_k,query_minutes,returned_count,actionable_after_query,positive_net_count,missed_window_risk,top_candidate_expired_or_unreachable_count,query_minutes_per_positive_candidate,query_reward,preference_deadline_risk,best_order_net,best_order_per_hour,best_take_id_hash,best_take_delta_official_net_estimate,best_reposition_delta_estimate,contributes_continuous_rest,contributes_full_rest_day,contributes_appointment,contributes_market_timing,contributes_endgame_safety,wait_lock_bug,top20_take_hashes,hard_filter_reasons,reposition_value,qwen_compile_calls
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,86,86,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,37,32,59,52,0.31,784.9,44.75,799.9,38.43,8c3403541d9b,-34627.21,0.0,False,False,False,False,False,False,8c3403541d9b;09adb49bfae0;0c956aee9602;4b1e4268c822;dbeffc43f5be;f12864071170;1589fa20a6af;a4deb64dac14;f129d2bd0fb2;e736f41f7ca0;05d00fcd3d1b;eaf71fb5c3c7;3a524cfecb3a;5379560ed652;510b177e618d;ff4c72980a9e;4cb3d674c875;cc01a1e0d20b;e11380f7966c;47b970493481,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,87,87,wait,,100,10,100,42,35,57,56,0.29,784.9,44.97,799.9,38.43,,,,,,,,,,,"{""filter_load_window_unreachable"":55,""filter_not_online"":1,""filter_remove_slack_too_short"":2,""rest_window_overlap"":42}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,87,87,wait,daily_rest_guard,100,10,100,42,35,57,56,0.29,784.9,44.97,799.9,38.43,445d40c7b8ec,-34774.52,0.0,True,False,False,False,False,False,445d40c7b8ec;9ac2420a0f2e;09adb49bfae0;dbeffc43f5be;f12864071170;adb50778bcf5;c68dacaf914b;a4deb64dac14;f129d2bd0fb2;263865efafa2;e736f41f7ca0;05d00fcd3d1b;079c4511423d;66fb0f9ac90b;eaf71fb5c3c7;3a524cfecb3a;5379560ed652;510b177e618d;cc01a1e0d20b;e11380f7966c,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,88,88,take_order,,200,20,200,43,28,129,131,0.71,1019.47,45.72,1049.47,70.04,,,,,,,,,,,"{""below_direct_net_threshold"":7,""filter_load_window_unreachable"":103,""filter_not_online"":28,""filter_remove_slack_too_short"":26,""rest_window_overlap"":19,""severe_negative_net"":2}",[],7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,89,89,take_order,,100,10,100,44,33,47,41,0.3,1265.53,46.35,1280.53,77.69,,,,,,,,,,,"{""filter_load_window_unreachable"":32,""filter_not_online"":9,""filter_remove_slack_too_short"":15,""rest_window_overlap"":39}",[],7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,90,90,wait,,100,10,100,50,40,50,43,0.25,856.65,46.86,871.65,49.8,,,,,,,,,,,"{""filter_load_window_unreachable"":43,""filter_remove_slack_too_short"":7,""rest_window_overlap"":50}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,90,90,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,50,40,50,43,0.25,856.65,46.86,871.65,49.8,c04dd8aeda80,-32681.4,0.0,False,False,False,False,False,False,c04dd8aeda80;2768aff8d0ee;f487ddc04c60;64cf8eeb5bf1;fc83724cadbf;b25b3a2d2e55;e50699885284;8b1b9298759f;ad5ea243259e;e0a86c217f27;31be234f8cfa;8711f3ceb0df;3da0f5e4e354;17ed7464e76e;c851933f7271;b39a4b365ac4;45f92188e324;6df95bd00863;76b8d8c7f0f0;e33d14ca13f9,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,91,91,wait,,100,10,100,50,39,50,46,0.26,1164.68,47.08,1179.68,61.88,,,,,,,,,,,"{""filter_load_window_unreachable"":46,""filter_remove_slack_too_short"":4,""rest_window_overlap"":50}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,91,91,wait,daily_rest_guard,100,10,100,50,39,50,46,0.26,1164.68,47.08,1179.68,61.88,64cf8eeb5bf1,-34172.04,0.0,True,False,False,False,False,False,64cf8eeb5bf1;f487ddc04c60;8711f3ceb0df;b25b3a2d2e55;ad5ea243259e;fc83724cadbf;e0a86c217f27;31be234f8cfa;3da0f5e4e354;17ed7464e76e;5be7f9c26a2e;c851933f7271;b39a4b365ac4;45f92188e324;76b8d8c7f0f0;e33d14ca13f9;9757e7f1386a;39b2ffedde7d;f539e6b37e3a;a95e1c8793fe,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,92,92,take_order,,100,10,100,32,21,62,43,0.48,838.78,47.64,853.78,82.84,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":37,""filter_not_online"":6,""filter_remove_slack_too_short"":25,""rest_window_overlap"":21,""severe_negative_net"":2}",[],7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,93,93,take_order,,100,10,100,33,29,58,55,0.34,1443.7,48.32,1458.7,52.29,,,,,,,,,,,"{""filter_load_window_unreachable"":46,""filter_not_online"":9,""filter_remove_slack_too_short"":12,""rest_window_overlap"":32}",[],7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,94,94,wait,,100,10,100,36,35,64,62,0.29,821.19,48.85,836.19,84.32,,,,,,,,,,,"{""filter_load_window_unreachable"":62,""filter_remove_slack_too_short"":2,""rest_window_overlap"":36}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,94,94,wait,daily_rest_guard,100,10,100,36,35,64,62,0.29,821.19,48.85,836.19,84.32,bb5630214440,-33789.11,0.0,True,False,False,False,False,False,bb5630214440;37040c65ed2c;24f474c2c558;3b0ab477dc41;d906a05b37e0;8140db431028;9663dd6c9441;def0fe740fa8;0f7f46af2e68;1f2c4debd3a5;e1d5f5b4d264;0122d2e29b25;93cacbd64285;0cb28b09bee8;5f24ac398f5d;c4ec3076b2f7;6a487b4d49ee;642f4962424b;90a634296aff;fdc94b2ee440,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,95,95,take_order,,100,10,100,33,33,59,42,0.3,679.69,49.58,694.69,75.64,,,,,,,,,,,"{""filter_load_window_unreachable"":34,""filter_not_online"":8,""filter_remove_slack_too_short"":25,""rest_window_overlap"":4}",[],7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,96,96,take_order,,100,10,100,34,31,62,48,0.32,792.37,49.93,807.37,60.9,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":44,""filter_not_online"":4,""filter_remove_slack_too_short"":18,""rest_window_overlap"":8}",[],7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,97,97,wait,,100,10,100,41,38,53,40,0.26,1355.97,50.47,1370.97,77.11,,,,,,,,,,,"{""filter_load_window_unreachable"":34,""filter_not_online"":6,""filter_remove_slack_too_short"":19,""rest_window_overlap"":41}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,97,97,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,41,38,53,40,0.26,1355.97,50.47,1370.97,77.11,448906765c9d,-20906.59,0.0,False,False,False,False,False,False,448906765c9d;1f463bb751ca;c966bae87046;2539ebfc8159;b559e7009a14;4249e2bec301;52a33e4ae1d7;087773bed11b;aa0fcffc9f63;eca64beaafc5;340d862b9410;899d01cfd839;75f51dccb79e;b95e83b27604;8f4ac0a9687a;a2b59aa85754;a4ef0ec36eaa;cf47baa4d0dc;ff957c7ac50d;1ebe9a6cbc88,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,98,98,wait,,100,10,100,56,53,43,41,0.19,804.39,50.69,819.39,46.03,,,,,,,,,,,"{""filter_load_window_unreachable"":40,""filter_not_online"":1,""filter_remove_slack_too_short"":3,""rest_window_overlap"":56}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,98,98,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,56,53,43,41,0.19,804.39,50.69,819.39,46.03,a4153e3c6328,-28235.2,0.0,False,False,False,False,False,False,a4153e3c6328;448906765c9d;1f463bb751ca;fb68de2ef935;b559e7009a14;eb0f257049d2;52a33e4ae1d7;4249e2bec301;afdfd97b0637;eca64beaafc5;469178e15a17;087773bed11b;239f5ba8f0ee;d0b65035da0c;c966bae87046;2539ebfc8159;e23ed580f2bf;1e09886717dd;340d862b9410;95138ea9ebe0,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,99,99,wait,,100,10,100,50,48,50,50,0.21,804.39,50.9,819.39,48.68,,,,,,,,,,,"{""filter_load_window_unreachable"":50,""rest_window_overlap"":50}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,99,99,wait,daily_rest_guard,100,10,100,50,48,50,50,0.21,804.39,50.9,819.39,48.68,eb0f257049d2,-34498.33,0.0,True,False,False,False,False,False,eb0f257049d2;a2b59aa85754;239f5ba8f0ee;448906765c9d;e8a721c04a17;469178e15a17;a4ef0ec36eaa;4249e2bec301;90fa3c9e7d4b;2f35695221ea;d0b65035da0c;3340a21f3410;be40ba2fca6a;340d862b9410;64f0ab51a936;e23ed580f2bf;1e09886717dd;5c401e6d5ec0;ff957c7ac50d;95138ea9ebe0,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,100,100,take_order,,200,20,200,63,60,112,89,0.33,789.39,51.52,819.39,76.87,,,,,,,,,,,"{""below_direct_net_threshold"":2,""filter_load_window_unreachable"":64,""filter_not_online"":25,""filter_remove_slack_too_short"":48,""rest_window_overlap"":15}",[],7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,101,101,take_order,,100,10,100,24,21,68,57,0.48,684.34,51.96,699.34,91.62,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":49,""filter_not_online"":8,""filter_remove_slack_too_short"":19,""rest_window_overlap"":10}",[],7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,102,102,wait,,100,10,100,51,48,41,46,0.21,1044.12,52.59,1059.12,44.53,,,,,,,,,,,"{""filter_load_window_unreachable"":38,""filter_not_online"":8,""filter_remove_slack_too_short"":3,""rest_window_overlap"":51}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,102,102,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,51,48,41,46,0.21,1044.12,52.59,1059.12,44.53,74263b222f21,-32036.18,0.0,False,False,False,False,False,False,74263b222f21;13a83a65d000;1888b326e204;cb0def8591c0;edacbf5896ce;105b7b31b531;035644399a52;ccc534b0cebc;3b20dea26bfa;41fb70365ce8;854deaf500ce;6aaa72862cce;8592b9787efa;e345c4aad472;5160173d04e1;200cdd37adf0;8b2925774a10;6ea9512d3463;255ac9696fb1;721eddada76e,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,103,103,wait,,100,10,100,54,50,46,46,0.2,1044.12,52.81,1059.12,44.78,,,,,,,,,,,"{""filter_load_window_unreachable"":46,""rest_window_overlap"":54}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,103,103,wait,daily_rest_guard,100,10,100,54,50,46,46,0.2,1044.12,52.81,1059.12,44.78,b8614c1cfc5f,-34289.34,0.0,True,False,False,False,False,False,b8614c1cfc5f;ccc534b0cebc;6aaa72862cce;41fb70365ce8;105b7b31b531;3b20dea26bfa;06af98c82239;8592b9787efa;e345c4aad472;5160173d04e1;854deaf500ce;cca93b1aa0e7;1e4a2f69d319;edacbf5896ce;200cdd37adf0;8b2925774a10;6ea9512d3463;255ac9696fb1;721eddada76e;3ddf5ea2a718,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,104,104,take_order,,100,10,100,37,33,55,44,0.3,1044.12,53.45,1059.12,80.97,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":36,""filter_not_online"":8,""filter_remove_slack_too_short"":19,""rest_window_overlap"":10,""severe_negative_net"":1}",[],7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,105,105,take_order,,100,10,100,46,44,51,34,0.23,1050.48,54.05,1065.48,66.94,,,,,,,,,,,"{""filter_load_window_unreachable"":32,""filter_normalize_failed"":1,""filter_not_online"":2,""filter_remove_slack_too_short"":19,""rest_window_overlap"":45}",[],7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,106,106,wait,,100,10,100,46,41,53,47,0.24,757.34,54.65,772.34,41.76,,,,,,,,,,,"{""filter_load_window_unreachable"":47,""filter_normalize_failed"":1,""filter_remove_slack_too_short"":6,""rest_window_overlap"":46}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,106,106,wait,daily_rest_guard,100,10,100,46,41,53,47,0.24,757.34,54.65,772.34,41.76,ef5bb9726815,-34419.81,0.0,True,False,False,False,False,False,ef5bb9726815;4facf231fcd3;80b3c4296795;1095400c7e0a;a896143cdcef;d5655fd89aa5;55d7178ec627;beabbef7a79d;143d2d102acc;126b380268f5;b0a935ff0fbe;29d5f62d00c9;5eb718bb74da;7ce542edd180;0dbe7190f270;e7596fea954a;2b83baf42ce6;29e8f82e536f;4bf166044069;f181590cab75,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,107,107,take_order,,100,10,100,30,28,60,48,0.36,608.44,55.38,623.44,102.88,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":40,""filter_normalize_failed"":2,""filter_not_online"":8,""filter_remove_slack_too_short"":20,""rest_window_overlap"":5}",[],7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,108,108,take_order,,100,10,100,35,34,58,47,0.29,875.03,55.71,890.03,94.53,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_finish_after_horizon"":1,""filter_load_window_unreachable"":42,""filter_normalize_failed"":1,""filter_not_online"":5,""filter_remove_slack_too_short"":16,""rest_window_overlap"":12}",[],7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,109,109,wait,,100,10,100,28,26,71,70,0.38,502.2,56.57,517.2,31.96,,,,,,,,,,,"{""filter_load_window_unreachable"":69,""filter_not_online"":1,""filter_remove_slack_too_short"":2,""rest_window_overlap"":28}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,109,109,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,28,26,71,70,0.38,502.2,56.57,517.2,31.96,b929fc2dd38a,-34505.06,0.0,False,False,False,False,False,False,b929fc2dd38a;18762118364f;e8c2e8d653d9;93ec0c4f1a19;388843c7c725;fdc321d9d597;1457b89ba2e3;42b80138c94b;7d53549fdea9;b755f195bf0a;9f48fb0524e7;4ea96fc106e1;611d1fc13c17;d081fb14d76b;e97bcd218702;ed1a94c4259b;d162ca6b702f;bf86196c2d10;84e4cbdd10bb;4f3f49d7b312,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,110,110,wait,,100,10,100,28,26,72,70,0.38,502.2,56.79,517.2,34.86,,,,,,,,,,,"{""filter_load_window_unreachable"":70,""filter_remove_slack_too_short"":2,""rest_window_overlap"":28}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,110,110,wait,daily_rest_guard,100,10,100,28,26,72,70,0.38,502.2,56.79,517.2,34.86,1457b89ba2e3,-34482.67,0.0,True,False,False,False,False,False,1457b89ba2e3;388843c7c725;b755f195bf0a;18762118364f;04ef0fe87c73;4ea96fc106e1;e8c2e8d653d9;93ec0c4f1a19;42b80138c94b;611d1fc13c17;7d53549fdea9;d081fb14d76b;fdc321d9d597;9f48fb0524e7;5c985b4ea7c4;e97bcd218702;ed1a94c4259b;d162ca6b702f;bf86196c2d10;4f3f49d7b312,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,111,111,take_order,,100,10,100,22,20,74,58,0.5,502.2,57.32,517.2,46.76,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":54,""filter_not_online"":4,""filter_remove_slack_too_short"":20,""rest_window_overlap"":6}",[],7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,112,112,wait,,100,10,100,37,34,59,56,0.29,516.21,58.27,531.21,29.11,,,,,,,,,,,"{""filter_load_window_unreachable"":52,""filter_not_online"":4,""filter_remove_slack_too_short"":7,""rest_window_overlap"":37}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,112,112,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,37,34,59,56,0.29,516.21,58.27,531.21,29.11,58d2c5d6d15a,-20317.65,0.0,False,False,False,False,False,False,58d2c5d6d15a;1ebe95839169;c9995974198a;1f7321fba01e;5a7832076099;9dedf3088cda;2d1132247fa7;09474c34d706;6908fade3f7d;594e62d712a1;c9c501598eda;7f067294e315;b6f86eafb66e;d4be2dd2a26a;1a0774b36ea2;874d7927b115;be0776223b97;0573a37d128e;ec330e44541d;4c2c42456793,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,113,113,wait,,100,10,100,40,37,59,55,0.27,516.21,58.32,531.21,30.21,,,,,,,,,,,"{""filter_load_window_unreachable"":54,""filter_not_online"":1,""filter_remove_slack_too_short"":5,""rest_window_overlap"":40}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,113,113,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,40,37,59,55,0.27,516.21,58.32,531.21,30.21,58d2c5d6d15a,-23483.98,0.0,False,False,False,False,False,False,58d2c5d6d15a;1ebe95839169;1f7321fba01e;5a7832076099;2d1132247fa7;9dedf3088cda;09474c34d706;6908fade3f7d;594e62d712a1;c9c501598eda;7f067294e315;b6f86eafb66e;d4be2dd2a26a;874d7927b115;d8ba2934f8e2;be0776223b97;0573a37d128e;ec330e44541d;1a0774b36ea2;4c2c42456793,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,114,114,wait,,100,10,100,43,40,56,55,0.25,516.21,58.36,531.21,31.1,,,,,,,,,,,"{""filter_load_window_unreachable"":54,""filter_not_online"":1,""filter_remove_slack_too_short"":2,""rest_window_overlap"":43}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,114,114,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,43,40,56,55,0.25,516.21,58.36,531.21,31.1,58d2c5d6d15a,-25849.98,0.0,False,False,False,False,False,False,58d2c5d6d15a;fd58c36e5035;1ebe95839169;1f7321fba01e;de8dadca8d9b;5a7832076099;2d1132247fa7;09474c34d706;6908fade3f7d;9dedf3088cda;594e62d712a1;c9c501598eda;7f067294e315;d4be2dd2a26a;d5aab88b93ae;874d7927b115;d8ba2934f8e2;be0776223b97;0573a37d128e;ec330e44541d,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,115,115,wait,,200,20,200,86,77,104,109,0.26,825.83,58.41,855.83,42.13,,,,,,,,,,,"{""filter_load_window_unreachable"":99,""filter_not_online"":10,""filter_remove_slack_too_short"":5,""rest_window_overlap"":86}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,115,115,wait,positive_orders_failed_threshold_or_soft_risk,200,20,200,86,77,104,109,0.26,825.83,58.41,855.83,42.13,88901bbbdfa5,-26268.06,0.0,False,False,False,False,False,False,88901bbbdfa5;b78f06754943;33e57c61b832;58d2c5d6d15a;1f7321fba01e;5a7832076099;9204e5ae3df9;1ebe95839169;0a590023b96f;ce4700646e74;0cf6f6cec59b;7d703c21f49a;2d1132247fa7;5d5f5b998e02;ffdc28460f2e;09474c34d706;6908fade3f7d;c9c501598eda;014aa9d9a1bf;d4be2dd2a26a,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,116,116,wait,,200,20,200,86,77,110,106,0.26,825.83,58.47,855.83,43.77,,,,,,,,,,,"{""filter_load_window_unreachable"":102,""filter_not_online"":4,""filter_remove_slack_too_short"":8,""rest_window_overlap"":86}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,116,116,wait,positive_orders_failed_threshold_or_soft_risk,200,20,200,86,77,110,106,0.26,825.83,58.47,855.83,43.77,054a0cc84621,-24763.66,0.0,False,False,False,False,False,False,054a0cc84621;b78f06754943;33e57c61b832;58d2c5d6d15a;1f7321fba01e;460c2d13d960;153612cee157;5a7832076099;9204e5ae3df9;2d1132247fa7;1ebe95839169;0a590023b96f;ce4700646e74;5d5f5b998e02;0cf6f6cec59b;7d703c21f49a;09474c34d706;ffdc28460f2e;6908fade3f7d;c9c501598eda,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,117,117,wait,,200,20,200,78,71,118,114,0.28,825.83,58.52,855.83,45.55,,,,,,,,,,,"{""filter_load_window_unreachable"":110,""filter_not_online"":4,""filter_remove_slack_too_short"":8,""rest_window_overlap"":78}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,117,117,wait,periodic_full_rest_guard,200,20,200,78,71,118,114,0.28,825.83,58.52,855.83,45.55,2d1132247fa7,-34703.07,0.0,True,True,False,False,False,False,2d1132247fa7;1f7321fba01e;5d5f5b998e02;09474c34d706;460c2d13d960;153612cee157;6908fade3f7d;5a7832076099;ffdc28460f2e;9204e5ae3df9;c9c501598eda;014aa9d9a1bf;d4be2dd2a26a;97ee41b34ac6;1ce3b5f98628;8aa48e967c4f;874d7927b115;35ff8f911638;d8ba2934f8e2;be0776223b97,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,118,118,wait,,200,20,200,49,48,129,127,0.42,498.51,60.48,528.51,29.69,,,,,,,,,,,"{""filter_finish_after_horizon"":9,""filter_load_window_unreachable"":122,""filter_normalize_failed"":8,""filter_not_online"":5,""filter_remove_slack_too_short"":7,""rest_window_overlap"":49}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,118,118,wait,daily_rest_guard,200,20,200,49,48,129,127,0.42,498.51,60.48,528.51,29.69,6211eb84d4d7,-34736.22,0.0,True,False,False,False,False,False,6211eb84d4d7;56be88e97da7;4a7e25b14daf;b2544ae8f8bf;b35fc0c755a0;e5ab524047f9;fe20ad6f7b39;8fdee1a35667;9bcad2d43cf3;2c6e75a8c642;4f38d6c32621;e918d4c5777a;ad4fbc698e2e;513a57580f6d;33358ce5af82;e856cf486948;e366989e3e59;d7dfce177f67;89ff6e1c88da;ab9c48e5a701,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,119,119,take_order,,200,20,200,28,27,133,115,0.74,463.19,61.2,493.19,57.46,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_finish_after_horizon"":6,""filter_load_window_unreachable"":92,""filter_normalize_failed"":10,""filter_not_online"":23,""filter_remove_slack_too_short"":41}",[],7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,120,120,wait,,100,10,100,0,0,63,56,10.0,-15.0,61.91,0.0,0.0,,,,,,,,,,,"{""filter_finish_after_horizon"":6,""filter_load_window_unreachable"":35,""filter_normalize_failed"":10,""filter_not_online"":21,""filter_remove_slack_too_short"":28}",[],7
